,ID,gender,owns_car,owns_realty,#_of_children,total_income,income_type,education,family_status,housing_type,mobile_cellphone?,work_phone?,home_phone?,email?,occupation,#_of_family_members,age,years_employed,MONTHS_BALANCE,STATUS
1183,5010873,M,1,1,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Core staff,3,50,2,-42,0
1184,5010883,F,0,1,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,27,2,-8,0
1185,5010897,M,1,1,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Low-skill Laborers,2,62,2,-44,0
1186,5010898,M,1,1,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Low-skill Laborers,2,62,2,-25,1
1187,5010899,M,1,1,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Low-skill Laborers,2,62,2,-18,0
1188,5010900,M,1,1,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Low-skill Laborers,2,62,2,-44,1
1189,5010902,F,0,1,1,360000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,29,4,-6,0
1190,5010903,F,0,1,1,360000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,29,4,-35,1
1191,5010904,F,0,1,1,360000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,29,4,-6,0
1192,5010906,F,0,1,1,360000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,29,4,-1,0
1193,5010916,M,1,1,0,243000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,37,7,-12,0
1194,5010917,M,1,1,0,243000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,37,7,-6,1
1195,5010918,M,1,1,0,243000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,37,7,-6,1
1196,5010919,M,1,1,0,243000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,37,7,-6,0
1197,5010921,F,0,0,0,94500,Working,Secondary / secondary special,Widow,Rented apartment,1,0,0,1,Sales staff,1,61,2,-56,0
1198,5010923,F,0,0,0,94500,Working,Secondary / secondary special,Widow,Rented apartment,1,0,0,1,Sales staff,1,61,2,-56,0
1199,5010924,F,1,1,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,4,35,1,-23,0
1200,5010925,F,1,1,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,4,35,1,-24,1
1201,5010926,F,1,1,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,4,35,1,-30,1
1202,5010927,F,1,1,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,4,35,1,-23,0
1203,5010928,F,1,1,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,4,35,1,-31,0
1204,5010929,F,1,1,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,4,35,1,-9,1
1205,5010930,F,1,1,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,4,35,1,-3,1
1206,5010931,F,1,1,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,4,35,1,-11,0
1207,5010932,F,1,1,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,4,35,1,-15,0
1208,5010944,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,38,7,-8,0
1209,5010945,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,38,7,-48,0
1210,5010946,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,38,7,-33,0
1211,5010947,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,38,7,-30,0
1212,5010948,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,38,7,-36,1
1213,5010949,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,38,7,-25,0
1214,5010950,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,38,7,-47,0
1215,5010951,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,38,7,-27,0
1216,5010952,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,38,7,-28,0
1217,5010953,M,1,1,0,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,40,4,-44,0
1218,5010954,M,1,1,0,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,40,4,-41,1
1219,5010956,M,1,1,0,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,40,4,-12,0
1220,5010957,M,1,1,0,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,40,4,-46,1
1221,5010958,M,1,1,0,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,40,4,-5,1
1222,5010959,M,1,1,0,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,40,4,-43,0
1223,5010960,M,1,1,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,2,32,3,-6,1
1224,5010961,M,1,1,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,2,32,3,-26,1
1225,5010962,F,0,0,0,256500,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,HR staff,2,31,7,-7,1
1226,5010963,F,0,0,0,256500,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,HR staff,2,31,7,-16,1
1227,5010964,F,0,0,0,256500,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,HR staff,2,31,7,-38,1
1228,5010965,F,0,0,0,256500,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,HR staff,2,31,7,-46,1
1229,5010966,F,0,0,0,256500,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,HR staff,2,31,7,-31,1
1230,5010967,F,0,0,0,256500,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,HR staff,2,31,7,-36,1
1231,5010972,F,0,1,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Waiters/barmen staff,3,37,8,-27,0
1232,5010974,M,1,1,0,126000,Working,Higher education,Married,House / apartment,1,0,0,1,Sales staff,2,50,10,-45,0
1233,5010975,M,1,1,0,126000,Working,Higher education,Married,House / apartment,1,0,0,1,Sales staff,2,50,10,-32,1
1234,5010976,M,1,1,0,126000,Working,Higher education,Married,House / apartment,1,0,0,1,Sales staff,2,50,10,-22,0
1235,5010977,F,0,1,0,67500,Working,Secondary / secondary special,Separated,Municipal apartment,1,1,0,0,Sales staff,1,36,2,-3,1
1236,5010978,F,0,1,0,67500,Working,Secondary / secondary special,Separated,Municipal apartment,1,1,0,0,Sales staff,1,36,2,-7,1
1237,5010980,M,1,1,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,49,5,-33,0
1238,5090824,M,1,1,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,49,5,0,1
1239,5010981,M,1,0,1,270000,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,3,41,9,-25,1
1240,5010982,M,1,0,1,270000,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,3,41,9,-25,1
1241,5010986,F,0,1,0,121500,Commercial associate,Higher education,Single / not married,Rented apartment,1,1,0,0,Sales staff,1,30,11,-10,0
1242,5010987,F,0,1,0,121500,Commercial associate,Higher education,Single / not married,Rented apartment,1,1,0,0,Sales staff,1,30,11,-26,0
1243,5010989,F,0,1,0,121500,Commercial associate,Higher education,Single / not married,Rented apartment,1,1,0,0,Sales staff,1,30,11,-16,1
1244,5010990,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,1,-32,0
1245,5010991,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,1,-31,0
1246,5010992,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,1,-34,0
1247,5010993,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,1,-28,0
1248,5010994,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,1,-21,0
1249,5010995,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,1,-29,0
1250,5010996,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,1,-5,0
1251,5010997,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,1,-24,0
1252,5010998,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,1,-29,0
1253,5010999,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,1,-28,0
1254,5011000,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,55,1,-30,0
1255,5011001,F,1,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,29,6,-47,0
1256,5011002,F,1,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,29,6,-34,0
1257,5011003,F,1,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,29,6,-40,0
1258,5011004,F,1,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,29,6,-47,0
1259,5011005,F,1,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,29,6,-38,1
1260,5011006,F,1,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,29,6,-45,0
1261,5011007,F,1,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,29,6,-48,0
1262,5011008,F,1,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,29,6,-32,0
1263,5011009,F,1,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,29,6,-29,0
1264,5011010,F,1,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,29,6,-35,0
1265,5011011,F,1,1,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Sales staff,2,33,0,-48,1
1266,5011012,F,1,1,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Sales staff,2,33,0,-47,0
1267,5011013,F,1,1,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Sales staff,2,33,0,-35,0
1268,5011014,F,1,1,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Sales staff,2,33,0,-47,1
1269,5011015,F,1,1,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Sales staff,2,33,0,-15,1
1270,5011022,M,1,1,2,99000,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,4,45,9,-10,0
1271,5011023,M,1,1,2,99000,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,4,45,9,-19,0
1272,5011024,M,1,1,2,99000,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,4,45,9,-40,1
1273,5011025,M,1,1,2,99000,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,4,45,9,-30,0
1274,5011026,M,1,1,2,99000,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,4,45,9,-31,0
1275,5011027,M,1,1,2,99000,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,4,45,9,-38,1
1276,5011028,F,0,1,0,292500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Sales staff,2,45,3,-43,0
1277,5011029,F,0,1,0,292500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Sales staff,2,45,3,-15,0
1278,5018417,M,1,1,2,697500,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Sales staff,3,39,15,-7,0
1279,5018418,M,1,1,2,697500,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Sales staff,3,39,15,-3,1
1280,5018419,F,0,1,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,50,14,-49,0
1281,5018420,F,0,1,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,50,14,-14,0
1282,5018421,F,0,1,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,50,14,-14,0
1283,5018422,F,0,1,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2,52,3,-15,1
1284,5018423,F,0,1,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2,52,3,-30,0
1285,5018424,F,0,1,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2,52,3,-27,0
1286,5018425,F,0,1,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2,52,3,-1,0
1287,5018426,F,0,1,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2,52,3,-4,1
1288,5018428,M,0,1,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,35,15,-18,1
1289,5018429,M,0,1,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,35,15,-27,1
1290,5018430,M,1,1,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,47,1,-25,0
1291,5018431,M,1,1,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,47,1,-7,0
1292,5018432,M,1,1,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,47,1,-13,0
1293,5018433,M,1,1,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,47,1,-53,0
1294,5018439,F,0,1,0,202500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Core staff,1,55,15,-47,1
1295,5018440,F,0,1,0,202500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Core staff,1,55,15,-41,1
1296,5018442,F,0,1,0,202500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Core staff,1,55,15,-25,1
1297,5018444,F,0,1,1,675000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,43,4,-8,0
1298,5018445,F,0,1,1,675000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,43,4,-8,1
1299,5018446,F,0,1,1,675000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,43,4,-19,0
1300,5018447,F,0,1,1,675000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,43,4,-30,1
1301,5018448,F,0,1,1,675000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,43,4,-14,0
1302,5018450,F,0,1,1,675000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,43,4,-35,0
1303,5018451,F,0,1,1,675000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,43,4,-32,0
1304,5018452,F,0,1,1,675000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,43,4,-27,0
1305,5018480,M,0,1,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,49,1,-21,0
1306,5018492,M,1,1,1,675000,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,3,45,13,-53,0
1307,5018493,M,1,1,1,675000,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,3,45,13,-13,0
1308,5018495,M,1,1,1,675000,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,3,45,13,-20,0
1309,5018498,F,1,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cooking staff,2,52,3,-54,0
1310,5018500,F,1,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cooking staff,2,52,3,-36,0
1311,5018501,F,1,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cooking staff,2,52,3,-34,0
1312,5018502,F,1,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cooking staff,2,52,3,-2,0
1313,5018503,F,1,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cooking staff,2,52,3,-55,0
1314,5021187,F,0,0,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,1,28,7,-41,1
1315,5021188,F,0,0,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,1,28,7,-5,0
1316,5021189,F,0,0,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,1,28,7,-31,0
1317,5021190,F,0,0,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,1,28,7,-41,0
1318,5021191,M,1,1,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,42,7,-25,0
1319,5021192,F,0,0,0,225000,State servant,Higher education,Single / not married,With parents,1,0,0,0,Core staff,1,29,5,-19,0
1320,5021193,F,0,0,0,225000,Working,Higher education,Separated,House / apartment,1,0,1,0,Laborers,1,35,12,-27,1
1321,5021194,F,0,0,0,225000,Working,Higher education,Separated,House / apartment,1,0,1,0,Laborers,1,35,12,-43,0
1322,5021195,F,0,0,0,225000,Working,Higher education,Separated,House / apartment,1,0,1,0,Laborers,1,35,12,-4,0
1323,5113230,F,0,0,0,225000,Working,Higher education,Separated,House / apartment,1,0,1,0,Laborers,1,35,12,-27,0
1324,5021208,M,1,1,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,37,3,-26,0
1325,5021209,M,1,1,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,37,3,-51,0
1326,5021210,M,1,1,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,37,3,-9,0
1327,5021211,M,1,1,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,37,3,-35,0
1328,5021212,M,1,1,1,225000,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,3,35,6,-10,0
1329,5021213,M,1,1,1,225000,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,3,35,6,-36,1
1330,5021214,M,1,1,1,225000,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,3,35,6,-10,1
1331,5021217,M,1,1,1,225000,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,3,35,6,-10,1
1332,5021218,M,1,1,1,225000,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,3,35,6,-35,0
1333,5090155,M,1,1,1,225000,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,3,35,6,-27,0
1334,5021219,M,1,0,0,310500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,2,-13,0
1335,5021220,M,1,0,0,310500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,2,-12,0
1336,5021221,M,1,0,0,310500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,2,-23,0
1337,5021222,M,1,0,0,310500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,2,-12,0
1338,5021223,M,1,0,0,310500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,2,-30,1
1339,5021224,M,1,0,0,310500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,2,-26,1
1340,5021225,M,1,0,0,310500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,2,-26,1
1341,5021226,M,1,0,0,310500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,2,-15,1
1342,5021227,M,1,0,0,310500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,2,-26,1
1343,5113048,M,1,0,0,310500,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1,27,2,-14,1
1344,5021228,F,0,1,2,112500,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Sales staff,4,30,0,-43,0
1345,5021229,F,0,1,2,112500,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Sales staff,4,30,0,-5,0
1346,5021231,F,0,1,1,225000,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Sales staff,3,29,7,-52,1
1347,5021232,F,0,1,1,225000,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Sales staff,3,29,7,-43,0
1348,5021234,F,0,1,1,67500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Laborers,3,34,4,-29,1
1349,5021235,F,0,1,1,67500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Laborers,3,34,4,-6,0
1350,5021236,F,0,1,1,67500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Laborers,3,34,4,-8,0
1351,5021250,F,0,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,51,19,-38,1
1352,5021251,F,0,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,51,19,-58,1
1353,5021253,F,0,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,51,19,-48,1
1354,5021254,F,0,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,51,19,-48,1
1355,5021261,F,0,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,51,19,-5,1
1356,5113049,F,0,1,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,51,19,-46,1
1357,5021263,F,0,0,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,52,2,-9,0
1358,5021264,F,0,0,0,135000,Working,Incomplete higher,Single / not married,Rented apartment,1,0,0,0,Accountants,1,31,5,-32,0
1359,5021265,F,0,0,0,135000,Working,Incomplete higher,Single / not married,Rented apartment,1,0,0,0,Accountants,1,31,5,-52,0
1360,5021266,F,1,1,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,40,13,-53,1
1361,5021267,F,1,1,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,40,13,-55,0
1362,5021270,F,1,1,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,40,13,-24,1
1363,5021271,F,1,1,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,40,13,-46,0
1364,5021272,F,1,1,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,40,13,-53,1
1365,5021283,F,0,1,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,3,43,2,-56,0
1366,5021291,F,1,1,1,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,33,1,-4,1
1367,5021292,F,1,1,1,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,33,1,-7,1
1368,5021293,F,1,1,1,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,33,1,-10,0
1369,5021294,F,1,1,1,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,33,1,-28,1
1370,5021295,F,1,1,1,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,33,1,-27,1
1371,5021296,F,1,1,1,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,33,1,-5,0
1372,5021298,F,0,1,0,90000,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,1,42,4,-36,1
1373,5021299,F,0,1,0,90000,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,1,42,4,-6,1
1374,5021301,F,0,1,0,90000,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,1,42,4,-14,1
1375,5021305,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-2,1
1376,5021306,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-2,1
1377,5021307,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-2,1
1378,5021308,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-3,0
1379,5021309,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-3,0
1380,5021312,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-1,1
1381,5021315,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-2,1
1382,5021316,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-2,1
1383,5021317,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-2,0
1384,5021318,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-1,1
1385,5021319,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-13,0
1386,5021320,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-1,0
1387,5021321,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-1,1
1388,5021322,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-13,0
1389,5021323,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-25,1
1390,5021324,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-32,0
1391,5113087,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-2,1
1392,5113088,M,0,1,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,46,1,-59,0
1393,5021328,F,0,1,0,90000,State servant,Higher education,Married,House / apartment,1,0,0,0,Cooking staff,2,49,10,-51,1
1394,5021329,F,0,1,0,90000,State servant,Higher education,Married,House / apartment,1,0,0,0,Cooking staff,2,49,10,-55,0
1395,5021330,F,0,1,0,90000,State servant,Higher education,Married,House / apartment,1,0,0,0,Cooking staff,2,49,10,-18,0
